idLaw,wizara,sujet,type,num,date,num_jarida,date_jarida,page_jarida,مجال
154,وزارة الثقافة والفنون,"يتضمن فتح دعوى تصنيف المسرح الجهوي لباتنة ""صالح لمباركية"".",قرار ممضي في 10 يناير 2023,,10 يناير 2023,11,22 فبراير 2023،,17,Non spécifié
155,وزارة الرقمنة والإحصائيات,يعدل ويتمم القرار الوزاري المشترك المؤرخ في 15 رجب عام 1443 الموافق 16 فبراير سنة 2022 الذي يحدد عدد المناصب العليا للموظفين المنتمين للأسلاك المشتركة في المؤسسات والإدارات العمومية بعنوان الإدارة المركزية لوزارة الرقمنة والإحصائيات.,قرار وزاري مشترك ممضي في 22 يناير 2023,,22 يناير 2023,11,22 فبراير 2023،,18,Non spécifié
156,وزارة السكن العمران والمدينة,يعدل القرار الوزاري المشترك المؤرخ في 24 محرم عام 1443 الموافق 2 سبتمبر سنة 2021 الذي يحدد القائمة الاسمية لأعضاء اللجنة الوطنية للتأهيل والتصنيف المهنيين للمؤسسات ومجموعات المؤسسات وتجمعات المؤسسات المتخصصة في البناء والأشغال العمومية والموارد المائية والأشغال الغابية وأشغال المنشآت الكامنة للمواصلات السلكية واللاسكية.,قرار وزاري مشترك ممضي في 13 ديسمبر 2022,,13 ديسمبر 2022,11,22 فبراير 2023،,19,Non spécifié
157,وزارة السكن العمران والمدينة,يعدل القرار المؤرخ في 7 رجب عام 1441 الموافق 2 مارس سنة 2020 والمتضمن تعيين أعضاء اللجنة القطاعية للصفقات العمومية لوزارة السكن والعمران والمدينة.,قرار ممضي في 03 سبتمبر 2022,,03 سبتمبر 2022,11,22 فبراير 2023،,20,Non spécifié
158,وزارة السكن العمران والمدينة,يحدد تشكيلة اللجنة الوزارية المشتركة لدراسة مخطط تهيئة المدينة الجديدة.,قرار ممضي في 22 ديسمبر 2022,,22 ديسمبر 2022,11,22 فبراير 2023،,20,Non spécifié
159,وزارة النقل,يتضمن تعيين أعضاء اللجنة الوطنية لتسهيلات النقل الجوي.,قرار ممضي في 24 يناير 2023,,24 يناير 2023,11,22 فبراير 2023،,21,Non spécifié
160,وزارة العمل والتشغيل والضمان الاجتماعي,يعدل القرار المؤرخ في 25 شعبان عام 1442 الموافق 8 أبريل سنة 2021 والمتضمن تعيين أعضاء اللجنة الوطنية للطعن المسبق المؤهلة في مجال الضمان الاجتماعي والمنشأة ضمن الصندوق الوطني للتقاعد.,قرار ممضي في 08 ديسمبر 2022,,08 ديسمبر 2022,11,22 فبراير 2023،,22,مجتمع
161,وزارة العمل والتشغيل والضمان الاجتماعي,يتضمنان اعتماد هيئتين خاصتين لتنصيب العمال.,قرار ممضي في 02 يناير 2023,,02 يناير 2023,11,22 فبراير 2023،,22,Non spécifié
162,وزارة العمل والتشغيل والضمان الاجتماعي,يتضمن تجديد اعتماد هيئة خاصة لتنصيب العمال.,قرار ممضي في 02 يناير 2023,,02 يناير 2023,11,22 فبراير 2023،,22,Non spécifié
163,وزارة العلاقات مع البرلمان,يحدد تشكيلة اللجان الإدارية المتساوية الأعضاء المختصة بأسلاك موظفي وزارة العلاقات مع البرلمان.,قرار ممضي في 19 ديسمبر 2022,,19 ديسمبر 2022,11,22 فبراير 2023،,22,Non spécifié
164,وزارة الصناعة الصيدلانية,يتضمن تكوين اللجنة الإدارية المتساوية الأعضاء المختصة إزاء موظفي وزارة الصناعة الصيدلانية.,قرار ممضي في 27 سبتمبر 2022,,27 سبتمبر 2022,11,22 فبراير 2023،,24,الصحة
165,وزارة الصناعة الصيدلانية,يتضمن تشكيل اللجنة الإدارية المتساوية الأعضاء المختصة بأسلاك موظفي وزارة الصناعة الصيدلانية.,قرار ممضي في 22 ديسمبر 2022,,22 ديسمبر 2022,11,22 فبراير 2023،,25,الصحة
166,المحكمة الدستورية,يتضمن إنشاء لجنة للخدمات الاجتماعية لدى المحكمة الدستورية.,مقرر ممضي في 08 يناير 2023,,08 يناير 2023,11,22 فبراير 2023،,25,التجارة
167,وزارة المالية,الوضعية الشهرية في 30 نوفمبر سنة 2022.,رأي ممضي في 30 نوفمبر 2022,,30 نوفمبر 2022,11,22 فبراير 2023،,26,Non spécifié
168,الأكاديمية الجزائرية للعلوم والتكنولوجيات,يحدد التنظيم الإداري للأكاديمية الجزائرية للعلوم والتكنولوجيات.,مرسوم رئاسي,23-71,12 فبراير 2023,10,15 فبراير 2023،,4,Non spécifié
169,الأكاديمية الجزائرية للعلوم والتكنولوجيات,يتضمن الموافقة على النظام الداخلي للأكاديمية الجزائرية للعلوم والتكنولوجيات.,مرسوم رئاسي,23-72,14 فبراير 2023,10,15 فبراير 2023،,5,Non spécifié
170,السلطة الوطنية لحماية المعطيات ذات الطابع الشخصي,يحدد مهام الأمانة التنفيذية للسلطة الوطنية لحماية المعطيات ذات الطابع الشخصي وكيفيات تنظيمها وسيرها.,مرسوم رئاسي,23-73,14 فبراير 2023,10,15 فبراير 2023،,12,Non spécifié
171,وزارة المالية,يتمم القرار الوزاري المشترك المؤرخ في 25 صفر عام 1430 الموافق 21 فبراير سنة 2009 الذي يحدد تنظيم المصالح الخارجية للإدارة الجبائية وصلاحياتها.,قرار وزاري مشترك ممضي في 16 يناير 2023,,16 يناير 2023,10,15 فبراير 2023،,17,Non spécifié
172,وزارة الطاقة والمناجم,يتضمن تحويل كل المستخدمين المرتبطين بنشاط المناجم ومراقبة المطابقة التقنية والتنظيمية الممارس من طرف المديريات الولائية للصناعة إلى المديريات الولائية للطاقة والمناجم.,قرار وزاري مشترك ممضي في 20 أكتوبر 2022,,20 أكتوبر 2022,10,15 فبراير 2023،,18,Non spécifié
173,وزارة السكن العمران والمدينة,يتضمن المصادقة على الأرقام الاستدلالية للأجور والمواد للفصل الثاني من سنة 2022، المستعملة في صيغ تحيين ومراجعة أسعار صفقات الأشغال لقطاع البناء والأشغال العمومية والري.,قرار ممضي في 10 نوفمبر 2022,,10 نوفمبر 2022,10,15 فبراير 2023،,25,Non spécifié
174,وزارة الإتصال,يعدل القرار المؤرخ في 22 جمادى الثانية عام 1443 الموافق 25 جانفي سنة 2022 والمتضمن تشكيلة اللجان الإدارية المتساوية الأعضاء لدى الإدارة المركزية لوزارة الاتصال.,قرار ممضي في 27 نوفمبر 2022,,27 نوفمبر 2022,10,15 فبراير 2023،,35,Non spécifié
175,وزارة المالية,يتضمن تحويل اعتماد بعنوان ميزانية الدولة لسنة 2023، موضوع تحت تصرف وزير الشؤون الخارجية والجالية الوطنية بالخارج.,مرسوم رئاسي,23-75,23 فبراير 2023,12,28 فبراير 2023،,5,"المالية, السياسة"
176,وزارة المالية,يتضمن تحويل اعتماد بعنوان ميزانية الدولة لسنة 2023، موضوع تحت تصرف وزير الشؤون الدينية والأوقاف.,مرسوم رئاسي,23-76,23 فبراير 2023,12,28 فبراير 2023،,5,"المالية, السياسة"
177,وزارة المالية,يتضمن تحويل اعتماد بعنوان ميزانية الدولة لسنة 2023، موضوع تحت تصرف وزير الصناعة.,مرسوم رئاسي,23-77,23 فبراير 2023,12,28 فبراير 2023،,6,"المالية, السياسة"
178,وزارة المالية,يتضمن تحويل اعتماد بعنوان ميزانية الدولة إلى محفظة البرامج لوزارة الصحة.,مرسوم رئاسي,23-78,23 فبراير 2023,12,28 فبراير 2023،,6,"الصحة, المالية, السياسة"
179,وزارة العدل,يتضمن تشكيلة اللجان الإدارية المتساوية الأعضاء المختصة بالموظفين المنتمين للأسلاك الخاصة بإدارة السجون.,قرار ممضي في 17 يناير 2023,,17 يناير 2023,12,28 فبراير 2023،,11,Non spécifié
180,وزارة المجاهدين وذوي الحقوق,يحدد القائمة الاسمية لأعضاء اللجنة القطاعية الدائمة للبحث العلمي والتطوير التكنولوجي لوزارة المجاهدين وذوي الحقوق.,قرار ممضي في 23 نوفمبر 2022,,23 نوفمبر 2022,12,28 فبراير 2023،,12,Non spécifié
181,وزارة المجاهدين وذوي الحقوق,يعدل القرار المؤرخ في 7 جمادى الثانية عام 1443 الموافق 10 جانفي سنة 2022 والمتضمن تعيين أعضاء اللجنة الوطنية للتسمية أو إعادة التسمية.,قرار ممضي في 24 نوفمبر 2022,,24 نوفمبر 2022,12,28 فبراير 2023،,12,Non spécifié
182,وزارة المجاهدين وذوي الحقوق,يعدل القرار المؤرخ في 21 ذي القعدة عام 1441 الموافق 13 يوليو سنة 2020 والمتضمن تعيين أعضاء مجلس إدارة المتحف الجهوي للمجاهد لخنشلة.,قرار ممضي في 03 ديسمبر 2022,,03 ديسمبر 2022,12,28 فبراير 2023،,12,السياسة
183,وزارة المجاهدين وذوي الحقوق,يعدل القرار المؤرخ في 21 ذي القعدة عام 1441 الموافق 13 يوليو سنة 2020 والمتضمن تعيين أعضاء مجلس إدارة المتحف الجهوي للمجاهد لتلمسان.,قرار ممضي في 17 ديسمبر 2022,,17 ديسمبر 2022,12,28 فبراير 2023،,13,السياسة
184,وزارة المجاهدين وذوي الحقوق,يعدل القرار المؤرخ في 19 رمضان عام 1443 الموافق 20 أبريل سنة 2022 والمتضمن تعيين أعضاء مجلس إدارة المتحف الجهوي للمجاهد للمدية.,قرار ممضي في 20 ديسمبر 2022,,20 ديسمبر 2022,12,28 فبراير 2023،,13,السياسة
185,وزارة الثقافة والفنون,يتضمن تعيين أعضاء اللجنة القطاعية للصفقات لوزارة الثقافة والفنون.,قرار ممضي في 04 يناير 2023,,04 يناير 2023,12,28 فبراير 2023،,13,Non spécifié
186,وزارة الشباب والرياضة,يتمم قائمة التخصصات المطلوبة للتوظيف والترقية في بعض الأسلاك الخاصة بالإدارة المكلفة بالشباب والرياضة.,قرار وزاري مشترك ممضي في 22 يناير 2023,,22 يناير 2023,12,28 فبراير 2023،,14,Non spécifié
187,وزارة البريد والمواصلات السلكية واللاسلكية,يحدد التنظيم الإداري للمدرسة الوطنية العليا للاتصالات وتكنولوجيات الإعلام والاتصال - عبد الحفيظ بوصوف - وطبيعة مصالحها التقنية وتنظيمها.,قرار وزاري مشترك ممضي في 04 يناير 2023,,04 يناير 2023,12,28 فبراير 2023،,15,Non spécifié
188,وزارة البريد والمواصلات السلكية واللاسلكية,يحدد التنظيم الإداري للمدرسة الوطنية العليا لتكنولوجيات الإعلام والاتصال والبريد وطبيعة مصالحها التقنية وتنظيمها.,قرار وزاري مشترك ممضي في 04 يناير 2023,,04 يناير 2023,12,28 فبراير 2023،,19,Non spécifié
189,وزارة البريد والمواصلات السلكية واللاسلكية,"يعدل القرار المؤرخ في 3 رجب عام 1442 الموافق 15 فبراير سنة 2021 الذي يحدد القائمة الاسمية لأعضاء مجلس إدارة ""بريد الجزائر"".",قرار ممضي في 22 نوفمبر 2022,,22 نوفمبر 2022,12,28 فبراير 2023،,22,السياسة
190,وزارة الصناعة,يتضمن تعيين أعضاء لجنة الجائزة الوطنية للمؤسسة الصغيرة والمتوسطة المبتكرة.,قرار ممضي في 06 ديسمبر 2022,,06 ديسمبر 2022,12,28 فبراير 2023،,23,التجارة
191,وزارة الفلاحة والتنمية الريفية,يعدل القرار المؤرخ في 12 شعبان عام 1443 الموافق 15 مارس سنة 2022 الذي يحدد القائمة الاسمية لأعضاء الهيئة التنسيقية لمكافحة التصحر وإعادة بعث السد الأخضر.,قرار ممضي في 27 أكتوبر 2022,,27 أكتوبر 2022,12,28 فبراير 2023،,23,Non spécifié
192,وزارة الفلاحة والتنمية الريفية,يعدل القرار المؤرخ في 3 رجب عام 1442 الموافق 15 فبراير سنة 2021 والمتضمن تعيين أعضاء مجلس إدارة ديوان تنمية الزراعة الصناعية بالأراضي الصحراوية.,قرار ممضي في 04 ديسمبر 2022,,04 ديسمبر 2022,12,28 فبراير 2023،,24,"الصناعة, السياسة"
193,وزارة الفلاحة والتنمية الريفية,يتضمن تعيين أعضاء مجلس إدارة شركة سباق الخيل والرهان المشترك.,قرار ممضي في 11 ديسمبر 2022,,11 ديسمبر 2022,12,28 فبراير 2023،,24,السياسة
194,المحكمة الدستورية,يتضمن تشكيلة اللجان الإدارية المتساوية الأعضاء المختصة بأسلاك موظفي المحكمة الدستورية.,مقرر ممضي في 22 نوفمبر 2022,,22 نوفمبر 2022,12,28 فبراير 2023،,25,Non spécifié
195,المجلس الوطني الاقتصادي والاجتماعي والبيئي,يتضمن تفويض الإمضاء إلى مدير إدارة الوسائل.,مقرر ممضي في 01 فبراير 2023,,01 فبراير 2023,12,28 فبراير 2023،,26,السياسة
196,رئاسة الجمهورية,"يتضمن منح وسام بدرجة ""عهيد"" من مصف الاستحقاق الوطني.",مرسوم رئاسي,23-80,01 مارس 2023,13,02 مارس 2023،,5,Non spécifié
197,رئاسة الجمهورية,"يتضمن منح وسام بدرجة ""عشير"" من مصف الاستحقاق الوطني.",مرسوم رئاسي,23-81,02 مارس 2023,13,02 مارس 2023،,5,Non spécifié
198,رئاسة الجمهورية,"يتضمن منح وسام بدرجة ""عشير"" من مصف الاستحقاق الوطني.",مرسوم رئاسي,23-82,02 مارس 2023,13,02 مارس 2023،,8,Non spécifié
199,وزارة المالية,يتضمن نقل اعتماد مفتوح بعنوان ميزانية الدولة، موضوع تحت تصرف وزير العمل والتشغيل والضمان الاجتماعي.,مرسوم تنفيذي,23-79,27 فبراير 2023,13,02 مارس 2023،,10,"المالية, السياسة"
200,وزارة الدفاع الوطني,يتضمن إنهاء انتداب قاض لدى وزارة الدفاع الوطني بصفته رئيسا للمحكمة العسكرية بقسنطينة بالناحية العسكرية الخامسة.,قرار وزاري مشترك ممضي في 27 فبراير 2023,,27 فبراير 2023,13,02 مارس 2023،,13,Non spécifié
201,وزارة الدفاع الوطني,يتضمن تجديد انتداب قاض لدى وزارة الدفاع الوطني بصفته رئيسا للمحكمة العسكرية بورقلة بالناحية العسكرية الرابعة.,قرار وزاري مشترك ممضي في 27 فبراير 2023,,27 فبراير 2023,13,02 مارس 2023،,13,Non spécifié
202,وزارة الدفاع الوطني,يتضمن انتداب قاض لدى وزارة الدفاع الوطني بصفته رئيسا للمحكمة العسكرية بقسنطينة بالناحية العسكرية الخامسة.,قرار وزاري مشترك ممضي في 27 فبراير 2023,,27 فبراير 2023,13,02 مارس 2023،,13,Non spécifié
203,وزارة الداخلية والجماعات المحلية والتهيئة العمرانية,يعدل القرار الوزاري المشترك المؤرخ في 6 شعبان عام 1430 الموافق 28 يوليو سنة 2009 الذي يحدد تعداد مناصب الشغل وتصنيفها ومدة العقد الخاص بالأعوان العاملين في نشاطات الحفظ أو الصيانة أو الخدمات بعنوان المدرسة الوطنية للمواصلات السلكية واللاسلكية.,قرار وزاري مشترك ممضي في 15 يناير 2023,,15 يناير 2023,13,02 مارس 2023،,13,Non spécifié
204,وزارة الداخلية والجماعات المحلية والتهيئة العمرانية,"يتمم القرار المؤرخ في 29 ربيع الأول عام 1442 الموافق 15 نوفمبر سنة 2020 الذي يحدد الولايات المعنية بالوحدة الرئيسية للتدخل للحماية المدنية من صنف ""أ"" أو الصنف ""ب"".",قرار ممضي في 27 ديسمبر 2022,,27 ديسمبر 2022,13,02 مارس 2023،,14,Non spécifié
205,وزارة التكوين والتعليم المهنيين,يحدد التنظيم الداخلي للمعهد الوطني المتخصص في التكوين المهني.,قرار وزاري مشترك ممضي في 29 يناير 2023,,29 يناير 2023,13,02 مارس 2023،,15,Non spécifié
206,وزارة الفلاحة والتنمية الريفية,يعدل القرار المؤرخ في 7 محرم عام 1417 الموافق 25 مايو سنة 1996 الذي يحدد كيفيات تسجيل الفلاحين ومسك السجلات المتعلقة بهم، ونموذج بطاقة الفلاح المهنية.,قرار ممضي في 24 يناير 2023,,24 يناير 2023,13,02 مارس 2023،,17,Non spécifié
207,وزارة السياحة والصناعة التقليدية,يعدل القرار المؤرخ في 21 شوال عام 1441 الموافق 13 يونيو سنة 2020 والمتضمن تعيين أعضاء اللجنة المختصة بدراسة مخططات المشاريع الفندقية.,قرار ممضي في 02 يناير 2023,,02 يناير 2023,13,02 مارس 2023،,20,Non spécifié
208,وزارة السياحة والصناعة التقليدية,يتضمن تقرير إعداد مخططات التهيئة السياحية لمناطق التوسع والمواقع السياحية لكل من بيدوي ودشرة أولاد موسى وتافرنت والمركاح (ولاية باتنة).,قرار ممضي في 01 فبراير 2023,,01 فبراير 2023,13,02 مارس 2023،,20,Non spécifié
209,وزارة السياحة والصناعة التقليدية,"يتضمن تقرير إعداد مخطط التهيئة السياحية لمنطقة التوسع والموقع السياحي ""حمام كسانة""، (ولاية البويرة).",قرار ممضي في 09 فبراير 2023,,09 فبراير 2023,13,02 مارس 2023،,21,Non spécifié
210,وزارة العمل والتشغيل والضمان الاجتماعي,يعدل ويتمم القرار المؤرخ في 4 ذي القعدة عام 1427 الموافق 25 نوفمبر سنة 2006 والمتضمن التنظيم الداخلي للمعهد الوطني للوقاية من الأخطار المهنية.,قرار ممضي في 05 فبراير 2023,,05 فبراير 2023,13,02 مارس 2023،,22,Non spécifié
211,وزارة العمل والتشغيل والضمان الاجتماعي,يتمم القرار المؤرخ في 19 ذي القعدو عام 1427 الموافق 10 ديسمبر سنة 2006 الذي يحدد التنظيم الداخلي لهيئة الوقاية من الأخطار المهنية في نشاطات البناء والأشغال العمومية والري.,قرار ممضي في 05 فبراير 2023,,05 فبراير 2023,13,02 مارس 2023،,23,Non spécifié
212,وزارة البيئة والطاقات المتجددة,يتضمن تعيين أعضاء مجلس توجيه المعهد الوطني للتكوينات البيئية.,قرار ممضي في 11 ديسمبر 2022,,11 ديسمبر 2022,13,02 مارس 2023،,24,Non spécifié
213,وزارة البيئة والطاقات المتجددة,يعدل القرار المؤرخ في 19 ذي الحجة عام 1441 الموافق 9 غشت سنة 2020 والمتضمن تعيين أعضاء مجلس توجيه المحافظة الوطنية للساحل.,قرار ممضي في 03 يناير 2023,,03 يناير 2023,13,02 مارس 2023،,24,Non spécifié
214,وزارة البيئة والطاقات المتجددة,"يتضمن تعيين أعضاء لجنة ""المواد الخاضعة للرقابة"" (المواد المستنفذة لطبقة الأوزون).",قرار ممضي في 15 يناير 2023,,15 يناير 2023,13,02 مارس 2023،,24,التجارة
215,وزارة الصيد البحري والمنتجات الصيدية,يعدل القرار المؤرخ في 22 رجب عام 1442 الموافق 6 مارس سنة 2021 والمتضمن تعيين أعضاء مجلس توجيه المخبر الوطني لمراقبة وتحليل منتجات الصيد البحري وتربية المائيات ونظافة الأوساط.,قرار ممضي في 05 ديسمبر 2022,,05 ديسمبر 2022,13,02 مارس 2023،,25,Non spécifié
216,وزارة إقتصاد المعرفة والمؤسسات الناشئة والمؤسسات المصغرة,يعدل القرار المؤرخ في 3 ذي الحجة عام 1442 الموافق 13 يوليو سنة 2021 والمتضمن تعيين أعضاء مجلس إدارة مؤسسة ترقية وتسيير هياكل دعم المؤسسات الناشئة.,قرار ممضي في 02 يناير 2023,,02 يناير 2023,13,02 مارس 2023،,25,السياسة
217,وزارة إقتصاد المعرفة والمؤسسات الناشئة والمؤسسات المصغرة,"يعدل القرار المؤرخ في 16 ربيع الأول عام 1442 الموافق 2 نوفمبر سنة 2020 والمتضمن تعيين أعضاء اللجنة الوطنية لمنح علامة ""مؤسسة ناشئة"" و ""مشروع مبتكر"" و ""حاضنة أعمال"".",قرار ممضي في 02 يناير 2023,,02 يناير 2023,13,02 مارس 2023،,25,Non spécifié
218,وزارة إقتصاد المعرفة والمؤسسات الناشئة والمؤسسات المصغرة,يعدل القرار المؤرخ في 20 ذي الحجة عام 1443 الموافق 19 يوليو سنة 2022 والمتضمن تعيين أعضاء مجلس التوجيه للوكالة الوطنية لتسيير القرض المصغر.,قرار ممضي في 02 يناير 2023,,02 يناير 2023,13,02 مارس 2023،,26,Non spécifié
219,وزارة إقتصاد المعرفة والمؤسسات الناشئة والمؤسسات المصغرة,يعدل القرار المؤرخ في 21 جمادى الأولى عام 1442 الموافق 5 جانفي سنة 2021 والمتضمن تعيين أعضاء مجلس التوجيه للوكالة الوطنية لدعم وتنمية المقاولاتية.,قرار ممضي في 18 يناير 2023,,18 يناير 2023,13,02 مارس 2023،,26,Non spécifié
220,وزارة العدل,يحدد تنظيم المدارس الجهوية لتكوين المحامين وكيفيات سيرها.,مرسوم تنفيذي,23-83,04 مارس 2023,14,05 مارس 2023،,5,Non spécifié
221,وزارة الشباب والرياضة,يعدل ويتمم المرسوم التنفيذي رقم 09-184 المؤرخ في 17 جمادى الأولى عام 1430 الموافق 12 مايو سنة 2009 الذي يحدد الإجراءات والمقاييس الخاصة بالمصادقة التقنية والأمنية على المنشآت القاعدية الرياضية المفتوحة للجمهور وكذا كيفيات تطبيقها.,مرسوم تنفيذي,23-84,04 مارس 2023,14,05 مارس 2023،,10,Non spécifié
222,وزارة الفلاحة والتنمية الريفية,يتضمن إلغاء تصنيف قطعة أرض تابعة لغاية الأملاك الوطنية واد الساحل، بلدية أغبالو، ولاية البويرة، موجهة لإنجاز مقر فرقة الدرك الوطني.,مرسوم تنفيذي,23-85,04 مارس 2023,14,05 مارس 2023،,11,Non spécifié
223,وزارة الفلاحة والتنمية الريفية,يتضمن إلغاء تصنيف قطعة أرض تابعة لغابة الأملاك الوطنية واد الساحل، بلدية أغبالو، ولاية البويرة، موجهة لإنجاز مجمع مدرسي.,مرسوم تنفيذي,23-86,04 مارس 2023,14,05 مارس 2023،,12,Non spécifié
224,وزارة الفلاحة والتنمية الريفية,يتضمن إلغاء تصنيف قطعة أرض تابعة لغابة الأملاك الوطنية من سن الباء، بلدية الجلفة، ولاية الجلفة، موجهة لإنجاز مقطع ازدواجية الطريق الوطني رقم 1 (الجلفة - الأغواط).,مرسوم تنفيذي,23-87,04 مارس 2023,14,05 مارس 2023،,13,Non spécifié
225,وزارة المالية,"يحدد كيفيات تسيير حساب التخصيص الخاص رقم 051-302 الذي عنوانه ""صندوق تخصيص الرسوم المخصصة للمؤسسات السمعية البصرية"".",مرسوم تنفيذي,23-88,04 مارس 2023,14,05 مارس 2023،,13,Non spécifié
226,وزارة السياحة والصناعة التقليدية,يعدل المرسوم التنفيذي رقم 273-97 المؤرخ في 16 ربيع الأول عام 1418 الموافق 21 يوليو سنة 1997 الذي يحدد شروط منح جوائز الصناعة التقليدية والحرف وكيفيات ذلك.,مرسوم تنفيذي,23-89,04 مارس 2023,14,05 مارس 2023،,14,Non spécifié
227,وزارة الصيد البحري والمنتجات الصيدية,يتضمن إنشاء مدرسة التكوين التقني في الصيد البحري وتربية المائيات في المرسى.,مرسوم تنفيذي,23-90,04 مارس 2023,14,05 مارس 2023،,15,Non spécifié
228,وزارة المجاهدين وذوي الحقوق,يعدل القرار المؤرخ في 7 جمادى الثانية عام 1443 الموافق 10 جانفي سنة 2022 والمتضمن تعيين أعضاء اللجنة الوطنية للتسمية أو إعادة التسمية.,قرار ممضي في 21 يناير 2023,,21 يناير 2023,14,05 مارس 2023،,18,Non spécifié
229,وزارة المجاهدين وذوي الحقوق,يعدل القرار المؤرخ في 21 ذي القعدة عام 1441 الموافق 13 يوليو سنة 2020 والمتضمن تعيين أعضاء مجلس إدارة المتحف الجهوي للمجاهد لخنشلة.,قرار ممضي في 30 يناير 2023,,30 يناير 2023,14,05 مارس 2023،,18,السياسة
230,وزارة التعليم العالي والبحث العلمي,يتضمن إنشاء مصلحة مشتركة للبحث لدى جامعة المدية.,قرار وزاري مشترك ممضي في 24 يناير 2023,,24 يناير 2023,14,05 مارس 2023،,19,Non spécifié
231,وزارة التعليم العالي والبحث العلمي,يتضمن إنشاء مصلحة مشتركة للبحث لدى جامعة أدرار.,قرار وزاري مشترك ممضي في 24 يناير 2023,,24 يناير 2023,14,05 مارس 2023،,19,Non spécifié
232,وزارة التعليم العالي والبحث العلمي,يتضمن إنشاء مصلحة مشتركة للبحت لدى المدرسة العليا في العلوم البيولوجية بوهران.,قرار وزاري مشترك ممضي في 24 يناير 2023,,24 يناير 2023,14,05 مارس 2023،,20,Non spécifié
233,وزارة الرقمنة والإحصائيات,يعدل القرار المؤرخ في 23 ربيع الثاني عام 1443 الموافق 28 نوفمبر سنة 2021 والمتضمن تعيين أعضاء مكتب المجلس الوطني للإحصاء.,قرار ممضي في 15 ديسمبر 2022,,15 ديسمبر 2022,14,05 مارس 2023،,22,Non spécifié
234,وزارة الرقمنة والإحصائيات,يتضمن تعيين أعضاء مجلس التوجيه للديوان الوطني للإحصائيات.,قرار ممضي في 08 يناير 2023,,08 يناير 2023,14,05 مارس 2023،,22,Non spécifié
235,وزارة البريد والمواصلات السلكية واللاسلكية,يحدد القائمة الاسمية لأعضاء مجلس إدارة الوكالة الوطنية للذبذبات.,قرار ممضي في 14 ديسمبر 2022,,14 ديسمبر 2022,14,05 مارس 2023،,22,السياسة
236,وزارة التضامن الوطني والأسرة وقضايا المرأة,يعدل القرار المؤرخ في 14 ذي الحجة عام 1443 الموافق 13 يوليو سنة 2022 والمتضمن تعيين أعضاء مجلس إدارة دار الرحمة لقسنطينة، ولاية قسنطينة.,قرار ممضي في 26 ديسمبر 2022,,26 ديسمبر 2022,14,05 مارس 2023،,23,السياسة
237,وزارة الصناعة,يعدل القرار المؤرخ في 19 شعبان عام 1443 الموافق 22 مارس سنة 2002 الذي يحدد القائمة الاسمية لأعضاء مجلس إدارة الهيئة الجزائرية للاعتماد.,قرار ممضي في 25 يناير 2023,,25 يناير 2023,14,05 مارس 2023،,23,السياسة
238,وزارة الفلاحة والتنمية الريفية,يعدل القرار المؤرخ في 19 شوال عام 1442 الموافق 31 مايو سنة 2021 والمتضمن تعيين أعضاء مجلس إدارة الديوان الوطني للأراضي الفلاحية.,قرار ممضي في 17 ديسمبر 2022,,17 ديسمبر 2022,14,05 مارس 2023،,23,السياسة
239,وزارة الفلاحة والتنمية الريفية,يعدل القرار المؤرخ في 12 ذي الحجة عام 1441 الموافق 2 غشت سنة 2020 والمتضمن تعيين أعضاء مجلس إدارة المركز الوطني للتلقيح الاصطناعي وتحسين السلالات.,قرار ممضي في 19 ديسمبر 2022,,19 ديسمبر 2022,14,05 مارس 2023،,23,السياسة
240,وزارة الفلاحة والتنمية الريفية,يعدل القرار المؤرخ في 5 ربيع الثاني عام 1443 الموافق 10 نوفمبر سنة 2021 والمتضمن تعيين أعضاء مجلس إدارة المدرسة الوطنية للغابات.,قرار ممضي في 15 يناير 2023,,15 يناير 2023,14,05 مارس 2023،,24,السياسة
241,وزارة الفلاحة والتنمية الريفية,يعدل القرار المؤرخ في 17 جمادى الأولى عام 1444 الموافق 11 ديسمبر سنة 2022 والمتضمن تعيين أعضاء مجلس إدارة شركة سباق الخيل والرهان المشترك.,قرار ممضي في 19 يناير 2023,,19 يناير 2023,14,05 مارس 2023،,24,السياسة
242,وزارة التجارة وترقية الصادرات,يتضمن تعيين أعضاء اللجنة القطاعية للصفقات العمومية لوزارة التجارة وترقية الصادرات.,قرار ممضي في 24 نوفمبر 2022,,24 نوفمبر 2022,14,05 مارس 2023،,24,Non spécifié
243,رئاسة الجمهورية,يتضمن تعيين أعضاء الحكومة.,مرسوم رئاسي,23-119,16 مارس 2023,17,18 مارس 2023،,4,الصناعة
244,وزارة المالية,يتضمن تحويل اعتماد بعنوان ميزانية الدولة، يوضع تحت تصرف وزير المجاهدين وذوي الحقوق.,مرسوم رئاسي,23-108,07 مارس 2023,17,07 مارس 2023،,5,"المالية, السياسة"
245,وزارة المالية,يتضمن تحويل اعتماد بعنوان ميزانية الدولة، يوضع تحت تصرف وزير الصناعة.,مرسوم رئاسي,23-109,07 مارس 2023,17,18 مارس 2023،,5,"المالية, السياسة"
246,وزارة المالية,يتضمن تحويل اعتماد بعنوان ميزانية الدولة، يوضع تحت تصرف وزير الأشغال العمومية والري والمنشآت القاعدية.,مرسوم رئاسي,23-110,07 مارس 2023,17,18 مارس 2023،,6,"المالية, السياسة"
