idLaw,wizara,sujet,type,num,date,num_jarida,date_jarida,page_jarida,مجال
247,وزارة المالية,يتضمن تحويل اعتماد بعنوان ميزانية الدولة، يوضع تحت تصرف وزير النقل.,مرسوم رئاسي,23-111,07 مارس 2023,17,18 مارس 2023،,6,"المالية, السياسة"
248,وزارة المالية,يعدل ويتمم المرسوم التنفيذي رقم 21-120 المؤرخ في 15 شعبان عام 1442 الموافق 29 مارس سنة 2021 والمتعلق بكيفيات الإعفاء من الرسم على القيمة المضافة لعمليات بيع الشعير والذرة وكذا المواد والمنتجات الموجهة لتغذية المواشي والدواجن.,مرسوم تنفيذي,23-112,09 مارس 2023,17,18 مارس 2023،,7,Non spécifié
249,وزارة الطاقة والمناجم,يتضمن التصريح بالمنفعة العمومية للعملية المتعلقة بإنجاز محطات الفصل ومحطات الوصول والمنشآت الملحقة للقناة المتعددة المواد التي تربط مستودع الوقود بالعلمة (ولاية سطيف) بمستودع الوقود بسيدي رزين (ولاية الجزائر).,مرسوم تنفيذي,23-113,09 مارس 2023,17,18 مارس 2023،,10,Non spécifié
250,وزارة الصحة,يتمم قائمة المؤسسات الاستشفائية المتخصصة الملحقة بالمرسوم التنفيذي رقم 97-465 المؤرخ في 2 شعبان عام 1418 الموافق 2 ديسمبر سنة 1997 الذي يحدد قواعد إنشاء المؤسسات الاستشفائية المتخصصة وتنظيمها وسيرها.,مرسوم تنفيذي,23-114,09 مارس 2023,17,18 مارس 2023،,11,Non spécifié
251,وزارة الداخلية والجماعات المحلية والتهيئة العمرانية,يحدد تنظيم المصالح الخارجية للحماية المدنية في مكاتب.,قرار وزاري مشترك ممضي في 26 فبراير 2023,,26 فبراير 2023,17,18 مارس 2023،,14,Non spécifié
252,وزارة العمل والتشغيل والضمان الاجتماعي,يعدل ويتمم القرار المؤرخ في 28 صفر عام 1429 الموافق 6 مارس سنة 2008 الذي يحدد قائمة الأدوية القابلة للتعويض من قبل الضمان الاجتماعي.,قرار ممضي في 26 يناير 2023,,26 يناير 2023,17,18 مارس 2023،,16,مجتمع
253,وزارة العمل والتشغيل والضمان الاجتماعي,يعدل ويتمم القرار المؤرخ في 28 صفر عام 1429 الموافق 6 مارس سنة 2008 الذي يحدد التسعيرات المرجعية المعتمدة كأساس لتعويض الأدوية وكيفيات تطبيقها.,قرار ممضي في 26 يناير 2023,,26 يناير 2023,17,18 مارس 2023،,30,Non spécifié
254,مصالح الوزارة الأولى,يتمم المرسوم الرئاسي رقم 07-308 المؤرخ في 17 رمضان عام 1428 الموافق 29 سبتمبر سنة 2007 الذي يحدد كيفيات توظيف الأعوان المتعاقدين وحقوقهم وواجباتهم والعناصر المشكلة لرواتبهم والقواعد المتعلقة بتسييرهم وكذا النظام التأديبي المطبق عليهم.,مرسوم رئاسي,23-102,07 مارس 2023,15,12 مارس 2023،,4,Non spécifié
255,مصالح الوزارة الأولى,يحدد شروط وكيفيات استفادة الموظفين من عطلة لإنشاء مؤسسة.,مرسوم تنفيذي,23-93,05 مارس 2023,15,12 مارس 2023،,5,Non spécifié
256,وزارة التربية الوطنية,يتضمن إعادة تنظيم مركز التموين بالتجهيزات والوسائل التعليمية وصيانتها.,مرسوم تنفيذي,23-94,05 مارس 2023,15,12 مارس 2023،,6,Non spécifié
257,وزارة الفلاحة والتنمية الريفية,يتضمن إلغاء تصنيف قطعة أرض تابعة الغابة الأملاك الوطنية أولاد زايد، بلدية أولاد ادريس، ولاية سوق أهراس، موجهة لإنجاز مركز كهربائي.,مرسوم تنفيذي,23-95,05 مارس 2023,15,12 مارس 2023،,10,Non spécifié
258,وزارة الأشغال العمومية والري والمنشآت القاعدية,يعدل ويتمم المرسوم التنفيذي رقم 10-103المؤرخ في 16 ربيع الثاني عام 1431 الموافق أول أبريل سنة 2010 والمتضمن التصريح بالمنفعة العمومية للعملية المتعلقة بتهيئة مداخل الطرق إلى المدينة الجديدة لبوعينان.,مرسوم تنفيذي,23-96,05 مارس 2023,15,12 مارس 2023،,11,Non spécifié
259,وزارة النقل,يعدل ويتمم المرسوم التنفيذي رقم 12-110المؤرخ في 13 ربيع الثاني عام 1433 الموافق 6 مارس سنة 2012 الذي يحدد شروط تنظيم مؤسسات تعليم سياقة السيارات ومراقبتها.,مرسوم تنفيذي,23-97,05 مارس 2023,15,12 مارس 2023،,12,Non spécifié
260,وزارة الداخلية والجماعات المحلية والتهيئة العمرانية,يحدد كيفيات تعليم قواعد حركة المرور والوقاية والأمن في المؤسسات المدرسية.,مرسوم تنفيذي,23-98,05 مارس 2023,15,12 مارس 2023،,14,Non spécifié
261,وزارة السياحة والصناعة التقليدية,يعدل ويتمم المرسوم التنفيذي رقم 97-143 المؤرخ في 23 ذي الحجة عام 1417 الموافق 30 أبريل سنة 1997الذي يحدد شكل ومحتوى البطاقة المهنية للحرفي والمستخرج من سجل الصناعة التقليدية والحرف.,مرسوم تنفيذي,23-99,05 مارس 2023,15,12 مارس 2023،,16,Non spécifié
262,وزارة الصحة,يحدد كيفيات تسديد مبلغ الخدمات العلاجية من طرف الأشخاص الأجانب على مستوى الهياكل والمؤسسات العمومية للصحة.,مرسوم تنفيذي,23-100,05 مارس 2023,15,12 مارس 2023،,19,Non spécifié
263,وزارة الصناعة الصيدلانية,يعدل المرسوم التنفيذي رقم 20-324 المؤرخ في 6 ربيع الثاني عام 1442 الموافق 22 نوفمبر سنة 2020 والمتعلق بكيفيات المصادقة على المستلزمات الطبية.,مرسوم تنفيذي,23-101,05 مارس 2023,15,12 مارس 2023،,20,Non spécifié
264,وزارة الداخلية والجماعات المحلية والتهيئة العمرانية,يحدد نسبة مساهمة الولايات في صندوق التضامن والضمان للجماعات المحلية.,قرار وزاري مشترك ممضي في 26 يناير 2023,,26 يناير 2023,15,12 مارس 2023،,22,Non spécifié
265,وزارة الداخلية والجماعات المحلية والتهيئة العمرانية,يحدد نسبة مساهمة البلديات في صندوق التضامن والضمان للجماعات المحلية.,قرار وزاري مشترك ممضي في 26 يناير 2023,,26 يناير 2023,15,12 مارس 2023،,22,Non spécifié
266,وزارة الداخلية والجماعات المحلية والتهيئة العمرانية,يحدد نسبة الاقتطاع من إيرادات التسيير في ميزانيات البلديات.,قرار وزاري مشترك ممضي في 26 يناير 2023,,26 يناير 2023,15,12 مارس 2023،,23,المالية
267,وزارة الداخلية والجماعات المحلية والتهيئة العمرانية,يتضمن تعيين أعضاء اللجنة التقنية لصندوق التضامن والضمان للجماعات المحلية.,قرار ممضي في 30 يناير 2023,,30 يناير 2023,15,12 مارس 2023،,24,Non spécifié
268,وزارة التضامن الوطني والأسرة وقضايا المرأة,يتضمن تعيين أعضاء مجلس التوجيه لوكالة التنمية الاجتماعية.,قرار ممضي في 02 فبراير 2023,,02 فبراير 2023,15,12 مارس 2023،,24,Non spécifié
269,وزارة الفلاحة والتنمية الريفية,يعدل القرار المؤرخ في 26 جمادى الثانية عام 1443 الموافق 29 جانفي سنة 2022 والمتضمن تعيين أعضاء مجلس إدارة المكتب الوطني للدراسات الخاصة بالتنمية الريفية.,قرار ممضي في 15 يناير 2023,,15 يناير 2023,15,12 مارس 2023،,25,السياسة
270,وزارة الفلاحة والتنمية الريفية,يعدل القرار المؤرخ في 4 ربيع الأول عام 1443 الموافق 11 أكتوبر سنة 2021 والمتضمن تعيين أعضاء مجلس توجيه الحظيرة الوطنية لتازة (ولاية جيجل).,قرار ممضي في 17 يناير 2023,,17 يناير 2023,15,12 مارس 2023،,25,Non spécifié
271,وزارة الفلاحة والتنمية الريفية,يعدل القرار المؤرخ في 3 رجب عام 1442 الموافق 15 فبراير سنة 2021 والمتضمن تعيين أعضاء مجلس إدارة ديوان تنمية الزراعة الصناعية بالأراضي الصحراوية.,قرار ممضي في 31 يناير 2023,,31 يناير 2023,15,12 مارس 2023،,25,"الصناعة, السياسة"
272,المحكمة الدستورية,يتضمن تكوين لجنة الطعن المختصة بأسلاك موظفي المحكمة الدستورية.,مقرر ممضي في 14 فبراير 2023,,14 فبراير 2023,15,12 مارس 2023،,26,"التجارة, الجرائم"
273,وزارة المالية,يتضمن تحويل اعتماد بعنوان ميزانية الدولة.,مرسوم رئاسي,23-115,14 مارس 2023,16,15 مارس 2023،,4,"المالية, السياسة"
274,وزارة المالية,يتضمن تحويل اعتماد بعنوان ميزانية الدولة، يوضع تحت تصرف رئاسة الجمهورية.,مرسوم رئاسي,23-116,14 مارس 2023,16,15 مارس 2023،,5,"المالية, السياسة"
275,وزارة المالية,يتضمن تحويل اعتماد بعنوان ميزانية الدولة، يوضع تحت تصرف وزير الشؤون الخارجية والجالية الوطنية بالخارج.,مرسوم رئاسي,23-117,14 مارس 2023,16,15 مارس 2023،,6,"المالية, السياسة"
276,وزارة المالية,يتضمن تحويل اعتماد بعنوان ميزانية الدولة، يوضع تحت تصرف وزير السكن والعمران والمدينة.,مرسوم رئاسي,23-118,14 مارس 2023,16,15 مارس 2023،,8,"المالية, السياسة"
